Cidade;UF;Longitude;Latitude
Estrela de Alagoas;AL;-36.764407;-9.390894
Iati;PE;-36.849763;-9.045586
Buíque;PE;-37.160564;-8.619539
Arcoverde;PE;-37.057748;-8.415192
Venturosa;PE;-36.874187;-8.578855
Pedra;PE;-36.939962;-8.496411
Alagoinha;PE;-36.778767;-8.466504
Pacatuba;SE;-36.653078;-10.453811
Santana do São Francisco;SE;-36.610539;-10.292233
Neópolis;SE;-36.584952;-10.321503
Penedo;AL;-36.581905;-10.287422
Ilha das Flores;SE;-36.547935;-10.442506
Brejo Grande;SE;-36.461102;-10.429713
Igreja Nova;AL;-36.659705;-10.123463
Piaçabuçu;AL;-36.433968;-10.405989
Feliz Deserto;AL;-36.302788;-10.293491
Crato;CE;-39.410299;-7.215303
Farias Brito;CE;-39.565114;-6.921460
Tarrafas;CE;-39.753048;-6.678376
Jucás;CE;-39.518679;-6.515229
Cariús;CE;-39.491619;-6.524282
Barbalha;CE;-39.302080;-7.298203
Juazeiro do Norte;CE;-39.307593;-7.196207
Missão Velha;CE;-39.143046;-7.235219
Caririaçu;CE;-39.282760;-7.028076
Granjeiro;CE;-39.214390;-6.881340
Milagres;CE;-38.937829;-7.297492
Pedra Preta;RN;-36.108367;-5.573524
Caiçara do Rio do Vento;RN;-35.993772;-5.765412
Jardim de Angicos;RN;-35.971287;-5.649993
Jandaíra;RN;-36.127836;-5.352106
Bento Fernandes;RN;-35.812996;-5.699057
João Câmara;RN;-35.812186;-5.540940
Poço Branco;RN;-35.663535;-5.622326
Coité do Nóia;AL;-36.584493;-9.633484
Igaci;AL;-36.637191;-9.537678
Taquarana;AL;-36.492844;-9.645290
Belém;AL;-36.490399;-9.570472
Teotônio Vilela;AL;-36.349212;-9.916562
Campo Alegre;AL;-36.352461;-9.784512
Anadia;AL;-36.307783;-9.684886
Tanque d'Arca;AL;-36.436610;-9.533788
Mar Vermelho;AL;-36.388076;-9.447393
Maribondo;AL;-36.304488;-9.583528
Boca da Mata;AL;-36.212498;-9.643082
Pindoba;AL;-36.291829;-9.473822
Coruripe;AL;-36.171724;-10.127632
São Miguel dos Campos;AL;-36.097142;-9.783010
Roteiro;AL;-35.978247;-9.835029
Pilar;AL;-35.954294;-9.601348
Atalaia;AL;-36.008552;-9.511898
Barra de São Miguel;AL;-35.905667;-9.838420
Marechal Deodoro;AL;-35.896731;-9.709715
Coqueiro Seco;AL;-35.799377;-9.637147
Santa Luzia do Norte;AL;-35.823196;-9.603700
Satuba;AL;-35.822697;-9.569113
Rio Largo;AL;-35.839435;-9.477829
Palmeira dos Índios;AL;-36.632812;-9.405681
Quebrangulo;AL;-36.469239;-9.320010
Bom Conselho;PE;-36.685683;-9.169191
Terezinha;PE;-36.627236;-9.056208
Saloá;PE;-36.691031;-8.972301
Paranatama;PE;-36.654905;-8.918750
Lagoa do Ouro;PE;-36.458373;-9.125668
Brejão;PE;-36.566034;-9.029146
Paulo Jacinto;AL;-36.367241;-9.367918
Viçosa;AL;-36.243107;-9.367631
Chã Preta;AL;-36.298334;-9.255605
Correntes;PE;-36.324435;-9.121174
Palmeirina;PE;-36.324202;-9.010896
Santana do Mundaú;AL;-36.217608;-9.171413
Caetés;PE;-36.626828;-8.780301
Capoeiras;PE;-36.630566;-8.734225
Garanhuns;PE;-36.496567;-8.882434
Jucati;PE;-36.487137;-8.701945
São Bento do Una;PE;-36.446469;-8.526370
São João;PE;-36.365320;-8.875762
Jupi;PE;-36.412644;-8.709041
Calçado;PE;-36.336554;-8.731081
Lajedo;PE;-36.329336;-8.657914
Angelim;PE;-36.290174;-8.884289
Canhotinho;PE;-36.197935;-8.876519
Jurema;PE;-36.134739;-8.707135
Quipapá;PE;-36.013665;-8.811752
São Benedito do Sul;PE;-35.945346;-8.816603
Panelas;PE;-36.012539;-8.661211
Altinho;PE;-36.064408;-8.484820
Cupira;PE;-35.951835;-8.624324
Agrestina;PE;-35.944725;-8.459657
Maraial;PE;-35.826630;-8.790624
Lagoa dos Gatos;PE;-35.903976;-8.660205
Jaqueira;PE;-35.794232;-8.726183
Catende;PE;-35.702386;-8.675086
Belém de Maria;PE;-35.833470;-8.625038
São Joaquim do Monte;PE;-35.803498;-8.431962
Bonito;PE;-35.729249;-8.471628
Barra de Guabiraba;PE;-35.658544;-8.420751
Paripueira;AL;-35.551977;-9.463133
São Luís do Quitunde;AL;-35.560553;-9.318160
Barra de Santo Antônio;AL;-35.510083;-9.402297
Passo de Camaragibe;AL;-35.474490;-9.245110
Matriz de Camaragibe;AL;-35.524302;-9.154373
Jundiá;AL;-35.566925;-8.932968
Porto Calvo;AL;-35.398653;-9.051948
São Miguel dos Milagres;AL;-35.376253;-9.264925
Porto de Pedras;AL;-35.304914;-9.160065
Japaratinga;AL;-35.263403;-9.087464
Maragogi;AL;-35.226692;-9.007443
Xexéu;PE;-35.621222;-8.804601
Campestre;AL;-35.568470;-8.847228
Palmares;PE;-35.589032;-8.684226
Água Preta;PE;-35.526311;-8.706095
Jacuípe;AL;-35.459074;-8.839510
Joaquim Nabuco;PE;-35.528814;-8.622810
Cortês;PE;-35.546789;-8.474434
São José da Coroa Grande;PE;-35.151461;-8.889375
Barreiros;PE;-35.183178;-8.816052
Rio Formoso;PE;-35.153212;-8.659196
Gameleira;PE;-35.384573;-8.579803
Ribeirão;PE;-35.369824;-8.509568
Tamandaré;PE;-35.103285;-8.756646
Sirinhaém;PE;-35.112590;-8.587782
Ipojuca;PE;-35.060864;-8.393034
Campo Alegre do Fidalgo;PI;-41.834399;-8.382357
São Francisco de Assis do Piauí;PI;-41.681028;-8.239207
Bela Vista do Piauí;PI;-41.867522;-7.988091
Conceição do Canindé;PI;-41.594193;-7.876378
Simplício Mendes;PI;-41.907533;-7.852944
Campinas do Piauí;PI;-41.877487;-7.659299
Santo Inácio do Piauí;PI;-41.906252;-7.420720
Floresta do Piauí;PI;-41.788328;-7.466821
Isaías Coelho;PI;-41.673495;-7.735968
Vera Mendes;PI;-41.467336;-7.597481
Itainópolis;PI;-41.468713;-7.443357
Jacobina do Piauí;PI;-41.207506;-7.930634
Paulistana;PI;-41.143072;-8.134357
Acauã;PI;-41.083059;-8.219542
Patos do Piauí;PI;-41.240817;-7.672310
Caridade do Piauí;PI;-40.984763;-7.734349
Curral Novo do Piauí;PI;-40.895704;-7.831302
Massapê do Piauí;PI;-41.110323;-7.474687
Jaicós;PI;-41.137126;-7.362286
Belém do Piauí;PI;-40.968786;-7.366524
Padre Marcos;PI;-40.899665;-7.351011
Wall Ferraz;PI;-41.905037;-7.231511
Santa Cruz do Piauí;PI;-41.760932;-7.178499
Paquetá;PI;-41.700031;-7.103031
São João da Varjota;PI;-41.888912;-6.940817
Ipiranga do Piauí;PI;-41.738086;-6.824215
Dom Expedito Lopes;PI;-41.639632;-6.953319
Santana do Piauí;PI;-41.517767;-6.946961
Picos;PI;-41.467003;-7.077213
São José do Piauí;PI;-41.473110;-6.871940
Inhuma;PI;-41.704127;-6.665001
Novo Oriente do Piauí;PI;-41.926124;-6.449010
Valença do Piauí;PI;-41.737498;-6.403013
Lagoa do Sítio;PI;-41.565304;-6.507664
Geminiano;PI;-41.340879;-7.154759
Sussuapara;PI;-41.376699;-7.036868
Bocaina;PI;-41.316752;-6.941236
São Luis do Piauí;PI;-41.317454;-6.819363
Santo Antônio de Lisboa;PI;-41.225202;-6.986762
Campo Grande do Piauí;PI;-41.031486;-7.128274
Vila Nova do Piauí;PI;-40.934514;-7.132718
Francisco Santos;PI;-41.128789;-6.994914
Monsenhor Hipólito;PI;-41.026003;-6.992754
Alagoinha do Piauí;PI;-40.928170;-7.000392
São João da Canabrava;PI;-41.341483;-6.812029
Betânia do Piauí;PI;-40.798910;-8.143761
Santa Filomena;PE;-40.607854;-8.166877
Simões;PI;-40.813731;-7.591095
Marcolândia;PI;-40.660179;-7.441691
Araripina;PE;-40.494025;-7.570733
Santa Cruz;PE;-40.343368;-8.241534
Ouricuri;PE;-40.079983;-7.879184
Trindade;PE;-40.264720;-7.759000
Ipubi;PE;-40.147571;-7.645048
São Julião;PI;-40.824638;-7.083906
Caldeirão Grande do Piauí;PI;-40.636600;-7.331404
Fronteiras;PI;-40.614601;-7.081727
Salitre;CE;-40.450013;-7.283980
Pio IX;PI;-40.608301;-6.830017
Araripe;CE;-40.135894;-7.213195
Campos Sales;CE;-40.368678;-7.067611
Potengi;CE;-40.023292;-7.091540
Assaré;CE;-39.868872;-6.866897
Aiuaba;CE;-40.117820;-6.571216
Arneiroz;CE;-40.165285;-6.316499
Antonina do Norte;CE;-39.986970;-6.769193
Saboeiro;CE;-39.901730;-6.534595
Aroazes;PI;-41.782180;-6.110221
São João da Serra;PI;-41.892309;-5.510805
Novo Santo Antônio;PI;-41.932533;-5.287487
Castelo do Piauí;PI;-41.549865;-5.318693
Pimenteiras;PI;-41.411273;-6.238391
Assunção do Piauí;PI;-41.038851;-5.864996
São Miguel do Tapuio;PI;-41.316451;-5.497291
Buriti dos Montes;PI;-41.093349;-5.305840
Baixio;CE;-38.713376;-6.719447
Umari;CE;-38.700798;-6.638926
Santa Helena;PB;-38.642700;-6.717600
Triunfo;PB;-38.598579;-6.571305
Bernardino Batista;PB;-38.552069;-6.445718
São João do Rio do Peixe;PB;-38.446829;-6.721951
Poço de José de Moura;PB;-38.511054;-6.564011
Santarém;PB;-38.476393;-6.483620
Uiraúna;PB;-38.412754;-6.515044
Poço Dantas;PB;-38.490908;-6.398763
Venha-Ver;RN;-38.487378;-6.314789
Paraná;RN;-38.305701;-6.475645
Luís Gomes;RN;-38.389865;-6.405883
Major Sales;RN;-38.324019;-6.399485
José da Penha;RN;-38.282277;-6.310947
Itaporanga;PB;-38.150442;-7.302021
Igaracy;PB;-38.147761;-7.171840
Aguiar;PB;-38.168059;-7.091802
São José da Lagoa Tapada;PB;-38.162174;-6.936459
Piancó;PB;-37.928880;-7.192823
Coremas;PB;-37.934638;-7.007124
Cajazeirinhas;PB;-37.800929;-6.960164
Ererê;CE;-38.346113;-6.027508
Iracema;CE;-38.291943;-5.812400
Jaguaretama;CE;-38.763861;-5.605096
Jaguaribara;CE;-38.535878;-5.677651
Alto Santo;CE;-38.274318;-5.508941
Rafael Fernandes;RN;-38.221116;-6.189871
Marcelino Vieira;RN;-38.164162;-6.284595
Pau dos Ferros;RN;-38.207714;-6.104976
Pilões;RN;-38.046050;-6.263635
Francisco Dantas;RN;-38.121209;-6.072339
São Francisco do Oeste;RN;-38.151944;-5.974722
São João do Sabugi;RN;-37.202676;-6.713867
Várzea;PB;-36.991287;-6.761887
Caicó;RN;-37.106723;-6.454415
São Fernando;RN;-37.186362;-6.379745
Ouro Branco;RN;-36.942790;-6.695800
São José do Sabugi;PB;-36.797204;-6.762945
Santana do Seridó;RN;-36.731201;-6.766430
Jardim do Seridó;RN;-36.773574;-6.580474
São José do Seridó;RN;-36.874644;-6.440020
Cruzeta;RN;-36.778239;-6.408939
Pesqueira;PE;-36.697783;-8.357974
Abaíra;BA;-41.661869;-13.248830
Dias d'Ávila;BA;-38.292645;-12.618750
Seridó;PB;-36.412223;-6.854255
Jundiá;RN;-35.349469;-6.268657
Pau D'Arco do Piauí;PI;-42.390809;-5.260721
Aroeiras do Itaim;PI;-41.564868;-7.276906
Jequiá da Praia;AL;-36.014230;-10.013268
Luís Eduardo Magalhães;BA;-45.786555;-12.095638
Barrocas;BA;-39.077594;-11.527222
Governador Lindenberg;ES;-40.460954;-19.251820
Mesquita;RJ;-43.460066;-22.802811
Santa Rita do Trivelato;MT;-55.270564;-13.814599
Tio Hugo;RS;-52.595507;-28.571229
Rolador;RS;-54.818640;-28.256554
Mato Queimado;RS;-54.615862;-28.251988
Capão do Cipó;RS;-54.555782;-28.931243
Aceguá;RS;-54.161467;-31.866483
Sousa;PB;-38.231059;-6.751484
Aparecida;PB;-38.080259;-6.784657
São Francisco;PB;-38.096799;-6.607728
Vieirópolis;PB;-38.256666;-6.506845
Lastro;PB;-38.174199;-6.506032
Tenente Ananias;RN;-38.181981;-6.458229
Santa Cruz;PB;-38.061748;-6.523700
Alexandria;RN;-38.014230;-6.405335
São Domingos;PB;-37.928347;-6.812336
Lagoa;PB;-37.912745;-6.585723
Pombal;PB;-37.800270;-6.766059
Bom Sucesso;PB;-37.923409;-6.441761
Jericó;PB;-37.803641;-6.545769
Brejo dos Santos;PB;-37.825311;-6.370652
Acopiara;CE;-39.448042;-6.089114
Piquet Carneiro;CE;-39.417017;-5.800251
Mombaça;CE;-39.630009;-5.738442
Pedra Branca;CE;-39.707771;-5.453411
Senador Pompeu;CE;-39.370369;-5.582444
Quixelô;CE;-39.201067;-6.246369
Deputado Irapuan Pinheiro;CE;-39.257010;-5.914848
Orós;CE;-38.905264;-6.251816
Milhã;CE;-39.187483;-5.672525
Solonópole;CE;-39.010720;-5.718936
Banabuiú;CE;-38.913175;-5.304544
Boa Viagem;CE;-39.733652;-5.112583
Madalena;CE;-39.572542;-4.846012
Itatira;CE;-39.620155;-4.526076
Caridade;CE;-39.191166;-4.225141
Itapiúna;CE;-38.928113;-4.555165
Aratuba;CE;-39.047117;-4.412291
Mulungu;CE;-38.995133;-4.302938
Guaramiranga;CE;-38.932044;-4.262477
Capistrano;CE;-38.904842;-4.455688
Baturité;CE;-38.881206;-4.325983
Aracoiaba;CE;-38.812512;-4.368720
Pacoti;CE;-38.922011;-4.224918
Jaguaribe;CE;-38.622653;-5.902134
São Miguel;RN;-38.494696;-6.202833
Coronel João Pessoa;RN;-38.444150;-6.249736
Pereiro;CE;-38.462397;-6.035761
Riacho de Santana;RN;-38.311576;-6.251392
Água Nova;RN;-38.294140;-6.203514
Doutor Severiano;RN;-38.379407;-6.080819
Encanto;RN;-38.303280;-6.106912
Juazeiro do Piauí;PI;-41.697561;-5.174589
Jatobá do Piauí;PI;-41.816965;-4.770254
Sigefredo Pacheco;PI;-41.731123;-4.916647
Capitão de Campos;PI;-41.943999;-4.457000
Piripiri;PI;-41.771569;-4.271574
Lagoa de São Francisco;PI;-41.596883;-4.385053
Pedro II;PI;-41.448184;-4.425845
Poranga;CE;-40.920533;-4.746717
Milton Brandão;PI;-41.417343;-4.682946
Domingos Mourão;PI;-41.268267;-4.249498
Croatá;CE;-40.902228;-4.404805
Parambu;CE;-40.690524;-6.207681
Quiterianópolis;CE;-40.700217;-5.842496
Novo Oriente;CE;-40.771296;-5.525519
Tauá;CE;-40.296802;-5.985853
Catarina;CE;-39.873644;-6.122911
Independência;CE;-40.308526;-5.387889
Crateús;CE;-40.653635;-5.167683
Ararendá;CE;-40.830990;-4.745667
Ipaporanga;CE;-40.753705;-4.897636
Ipueiras;CE;-40.711764;-4.538021
Ipu;CE;-40.705877;-4.317484
Pires Ferreira;CE;-40.644180;-4.239218
Nova Russas;CE;-40.562118;-4.705807
Catunda;CE;-40.199988;-4.643360
Santa Quitéria;CE;-40.152305;-4.326081
Terra Nova;PE;-39.382482;-8.222436
Parnamirim;PE;-39.579547;-8.087292
Granito;PE;-39.615034;-7.707105
Exu;PE;-39.723789;-7.503640
Moreilândia;PE;-39.545999;-7.619314
Serrita;PE;-39.295062;-7.940406
Salgueiro;PE;-39.124690;-8.073734
Verdejante;PE;-38.970083;-7.922353
Tamboril;CE;-40.319593;-4.831364
Monsenhor Tabosa;CE;-40.064637;-4.791022
Carnaubeira da Penha;PE;-38.751155;-8.317994
Mirandiba;PE;-38.738841;-8.121131
Serra Talhada;PE;-38.289034;-7.981778
São José do Belmonte;PE;-38.757689;-7.857235
Santa Inês;PB;-38.553995;-7.620999
Mauriti;CE;-38.770786;-7.385974
Conceição;PB;-38.501437;-7.551063
Ibiara;PB;-38.405918;-7.479567
Santana de Mangueira;PB;-38.323633;-7.547048
Quixeramobim;CE;-39.288947;-5.190672
Choró;CE;-39.134397;-4.839062
Quixadá;CE;-39.015474;-4.966301
Canindé;CE;-39.315505;-4.351618
Tianguá;CE;-40.992286;-3.729645
Viçosa do Ceará;CE;-41.091554;-3.566703
Araioses;MA;-41.904993;-2.890914
Cedro;PE;-39.236733;-7.711790
Penaforte;CE;-39.070724;-7.821630
Jardim;CE;-39.282620;-7.575989
Porteiras;CE;-39.114028;-7.522647
Jati;CE;-39.002871;-7.679700
Brejo Santo;CE;-38.979911;-7.484686
Abaiara;CE;-39.041590;-7.345879
Santana do Cariri;CE;-39.730161;-7.176125
Nova Olinda;CE;-39.671280;-7.084145
Altaneira;CE;-39.735600;-6.998371
Aurora;CE;-38.974221;-6.933487
Várzea Alegre;CE;-39.294155;-6.782642
Cedro;CE;-39.060869;-6.600342
Iguatu;CE;-39.289150;-6.362806
Lavras da Mangabeira;CE;-38.970619;-6.744801
Icó;CE;-38.855352;-6.396271
Betânia;PE;-38.034540;-8.267867
Calumbi;PE;-38.148244;-7.935515
Santa Cruz da Baixa Verde;PE;-38.147560;-7.813390
Manaíra;PB;-38.152292;-7.703313
Triunfo;PE;-38.097776;-7.832719
São José de Princesa;PB;-38.089432;-7.736329
Curral Velho;PB;-38.196175;-7.530751
Diamante;PB;-38.261510;-7.417380
Boa Ventura;PB;-38.211347;-7.409822
Nova Olinda;PB;-38.038229;-7.472325
Pedra Branca;PB;-38.068882;-7.421694
Flores;PE;-37.971511;-7.858420
Princesa Isabel;PB;-37.988647;-7.731747
Carnaíba;PE;-37.794584;-7.793421
Quixaba;PE;-37.844580;-7.707339
Tavares;PB;-37.871208;-7.626971
Santana dos Garrotes;PB;-37.981885;-7.381615
Juru;PB;-37.815021;-7.529826
Barro;CE;-38.774133;-7.171879
Monte Horebe;PB;-38.583762;-7.204024
Cachoeira dos Índios;PB;-38.675980;-6.913531
Bom Jesus;PB;-38.645344;-6.816010
Cajazeiras;PB;-38.557722;-6.880044
Bonito de Santa Fé;PB;-38.513335;-7.313407
São José de Piranhas;PB;-38.501980;-7.118704
Serra Grande;PB;-38.364696;-7.209574
São José de Caiana;PB;-38.298928;-7.246359
Carrapateira;PB;-38.339885;-7.034141
Marizópolis;PB;-38.352830;-6.827479
Nazarezinho;PB;-38.322032;-6.911401
Ipaumirim;CE;-38.717856;-6.782648
Timbaúba dos Batistas;RN;-37.274519;-6.457678
Jardim de Piranhas;RN;-37.349643;-6.376649
Cacimba de Areia;PB;-37.156288;-7.121280
Desterro;PB;-37.092525;-7.286996
Cacimbas;PB;-37.060429;-7.207212
Passagem;PB;-37.043302;-7.134667
Quixabá;PB;-37.145833;-7.022398
São Mamede;PB;-37.095436;-6.923862
Afogados da Ingazeira;PE;-37.630991;-7.743121
Iguaraci;PE;-37.508199;-7.832221
Solidão;PE;-37.644494;-7.594717
Água Branca;PB;-37.635703;-7.511441
Tabira;PE;-37.537735;-7.583661
Imaculada;PB;-37.507918;-7.388904
Ingazeira;PE;-37.457575;-7.669089
Santa Terezinha;PE;-37.478750;-7.376960
Tuparetama;PE;-37.316530;-7.600300
São José do Egito;PE;-37.273974;-7.469447
Brejinho;PE;-37.286493;-7.346940
São Sebastião do Umbuzeiro;PB;-37.013841;-8.152887
Zabelê;PB;-37.105676;-8.079012
Monteiro;PB;-37.118419;-7.883626
Poção;PE;-36.711137;-8.187258
São João do Tigre;PB;-36.854720;-8.077026
Camalaú;PB;-36.824191;-7.885031
Areia de Baraúnas;PB;-36.940363;-7.117021
Salgadinho;PB;-36.845776;-7.100984
Taperoá;PB;-36.824499;-7.206294
Santa Luzia;PB;-36.917792;-6.860922
Assunção;PB;-36.725040;-7.072310
Junco do Seridó;PB;-36.716595;-6.992694
Equador;RN;-36.716957;-6.938355
Ipueira;RN;-37.204541;-6.805962
Taboleiro Grande;RN;-38.036693;-5.919480
Rodolfo Fernandes;RN;-38.057886;-5.783929
Antônio Martins;RN;-37.883363;-6.213666
Serrinha dos Pintos;RN;-37.954799;-6.110873
Martins;RN;-37.907973;-6.082790
João Dias;RN;-37.788546;-6.272154
Frutuoso Gomes;RN;-37.837493;-6.156686
Lucrécia;RN;-37.813365;-6.105248
Almino Afonso;RN;-37.763574;-6.147496
Portalegre;RN;-37.986524;-6.020640
Viçosa;RN;-37.946236;-5.982529
Riacho da Cruz;RN;-37.949047;-5.926543
Itaú;RN;-37.991249;-5.836301
Severiano Melo;RN;-37.956980;-5.776659
Umarizal;RN;-37.818031;-5.982379
Potiretama;CE;-38.157804;-5.712870
São João do Jaguaribe;CE;-38.269366;-5.275164
Tabuleiro do Norte;CE;-38.128175;-5.243527
Apodi;RN;-37.794593;-5.653489
Ibaretama;CE;-38.750085;-4.803764
Ibicuitinga;CE;-38.636249;-4.969993
Morada Nova;CE;-38.370158;-5.097360
Ocara;CE;-38.593256;-4.485230
Redenção;CE;-38.727719;-4.215873
Acarape;CE;-38.705532;-4.220830
Barreira;CE;-38.642910;-4.289206
Chorozinho;CE;-38.498572;-4.288730
Limoeiro do Norte;CE;-38.084693;-5.143921
Quixeré;CE;-37.980200;-5.071482
Russas;CE;-37.972086;-4.926727
Palhano;CE;-37.965549;-4.736722
Jaguaruana;CE;-37.780997;-4.831508
Itaiçaba;CE;-37.832957;-4.671461
Aracati;CE;-37.767894;-4.558259
Fortim;CE;-37.798056;-4.451256
Brasileira;PI;-41.785855;-4.133696
Piracuruca;PI;-41.708779;-3.933350
São José do Divino;PI;-41.830793;-3.814114
Caxingó;PI;-41.895476;-3.419044
Caraúbas do Piauí;PI;-41.842517;-3.475249
Buriti dos Lopes;PI;-41.869481;-3.182592
Cocal;PI;-41.554623;-3.472792
Cocal dos Alves;PI;-41.440197;-3.620471
Bom Princípio do Piauí;PI;-41.640333;-3.196314
São João da Fronteira;PI;-41.256921;-3.954975
Carnaubal;CE;-40.941304;-4.159846
Ubajara;CE;-40.920437;-3.854479
Parnaíba;PI;-41.775388;-2.905847
Ilha Grande;PI;-41.818580;-2.857737
Luís Correia;PI;-41.664142;-2.884380
Cajueiro da Praia;PI;-41.340801;-2.931114
Chaval;CE;-41.243460;-3.035708
Barroquinha;CE;-41.135850;-3.020514
São Benedito;CE;-40.859572;-4.047131
Guaraciaba do Norte;CE;-40.747588;-4.158136
Massapê;CE;-40.342271;-3.523645
Santana do Acaraú;CE;-40.211827;-3.461435
Morrinhos;CE;-40.123275;-3.234258
Miraíma;CE;-39.966267;-3.568674
Granja;CE;-40.837205;-3.127879
Camocim;CE;-40.854362;-2.900499
Jijoca de Jericoacoara;CE;-40.512742;-2.793312
Marco;CE;-40.158240;-3.128501
Bela Cruz;CE;-40.167127;-3.049964
Cruz;CE;-40.175981;-2.918128
Acaraú;CE;-40.118306;-2.887689
Itarema;CE;-39.916654;-2.924797
Irauçuba;CE;-39.784332;-3.747367
Itapagé;CE;-39.585531;-3.683137
Tejuçuoca;CE;-39.579866;-3.988307
General Sampaio;CE;-39.453958;-4.043507
Apuiarés;CE;-39.435930;-3.945057
Umirim;CE;-39.346513;-3.676541
Amontada;CE;-39.828816;-3.360166
Uruburetama;CE;-39.510677;-3.623165
Itapipoca;CE;-39.583571;-3.499329
Tururu;CE;-39.429656;-3.584132
Paramoti;CE;-39.241691;-4.088146
Pentecoste;CE;-39.269159;-3.792736
Palmácia;CE;-38.844601;-4.138308
São Luís do Curu;CE;-39.239123;-3.669760
Paraipaba;CE;-39.147868;-3.437987
Condado;PE;-35.099940;-7.587868
Itambé;PE;-35.096266;-7.414027
Pedras de Fogo;PB;-35.106464;-7.391069
Goiana;PE;-34.995910;-7.560603
Caaporã;PB;-34.905514;-7.513508
Alhandra;PB;-34.905662;-7.429770
Ilha de Itamaracá;PE;-34.830319;-7.747664
Pitimbu;PB;-34.815133;-7.466398
Ingá;PB;-35.605000;-7.281444
Juarez Távora;PB;-35.568623;-7.171302
Mogeiro;PB;-35.483182;-7.285169
Gurinhém;PB;-35.422198;-7.123300
Ouro Velho;PB;-37.151857;-7.616037
Prata;PB;-37.080088;-7.688261
Itapetim;PE;-37.186266;-7.371777
Amparo;PB;-37.062838;-7.555022
Sumé;PB;-36.883972;-7.662060
Livramento;PB;-36.949116;-7.371127
Surubim;PE;-35.748102;-7.847456
Casinhas;PE;-35.720635;-7.740839
Umbuzeiro;PB;-35.658233;-7.691993
Gado Bravo;PB;-35.789887;-7.582786
Queimadas;PB;-35.903136;-7.350288
Fagundes;PB;-35.793128;-7.344537
Aroeiras;PB;-35.706549;-7.544731
Parari;PB;-36.652248;-7.309751
Santo André;PB;-36.621339;-7.220157
Gurjão;PB;-36.492288;-7.248332
Juazeirinho;PB;-36.579316;-7.060924
Tenório;PB;-36.627336;-6.938546
Boa Vista;PB;-36.235706;-7.263653
Soledade;PB;-36.366791;-7.058292
Cubati;PB;-36.361887;-6.866858
Olivedos;PB;-36.241033;-6.984343
Parelhas;RN;-36.656626;-6.684908
Pedra Lavrada;PB;-36.475813;-6.749974
Acari;RN;-36.634719;-6.428201
Carnaúba dos Dantas;RN;-36.586818;-6.550153
Frei Martinho;PB;-36.452628;-6.397590
Nova Palmeira;PB;-36.422023;-6.671221
Sossêgo;PB;-36.253820;-6.770670
Baraúna;PB;-36.260065;-6.634845
Picuí;PB;-36.349704;-6.508451
Nova Floresta;PB;-36.205722;-6.450562
Jaçanã;RN;-36.203081;-6.418559
Coronel Ezequiel;RN;-36.222346;-6.374801
Puxinanã;PB;-35.954301;-7.154793
Pocinhos;PB;-36.066779;-7.066580
Algodão de Jandaíra;PB;-36.012861;-6.892919
Campina Grande;PB;-35.873144;-7.221958
Lagoa Seca;PB;-35.849111;-7.155349
Montadas;PB;-35.959198;-7.088482
Massaranduba;PB;-35.784768;-7.189950
Riachão do Bacamarte;PB;-35.669257;-7.253472
São José dos Cordeiros;PB;-36.808494;-7.387749
Olho d'Água;PB;-37.740569;-7.221175
Emas;PB;-37.716276;-7.099635
Catingueira;PB;-37.606380;-7.120081
São Bentinho;PB;-37.724345;-6.885961
Condado;PB;-37.606036;-6.898312
Malta;PB;-37.522067;-6.897190
Mãe d'Água;PB;-37.432211;-7.252009
Santa Teresinha;PB;-37.443533;-7.079637
Maturéia;PB;-37.350992;-7.261879
Teixeira;PB;-37.252477;-7.221036
São José do Bonfim;PB;-37.303625;-7.160695
Patos;PB;-37.274702;-7.017427
São José de Espinharas;PB;-37.321433;-6.839736
Paulista;PB;-37.618548;-6.591381
Vista Serrana;PB;-37.570358;-6.730298
Mato Grosso;PB;-37.727857;-6.540181
Riacho dos Cavalos;PB;-37.648339;-6.440670
Catolé do Rocha;PB;-37.746967;-6.340625
Brejo do Cruz;PB;-37.494340;-6.341853
Serra Negra do Norte;RN;-37.399601;-6.660306
São Bento;PB;-37.448835;-6.485286
Sanharó;PE;-36.569598;-8.360969
Jataúba;PE;-36.494292;-7.976684
Belo Jardim;PE;-36.425822;-8.331300
Brejo da Madre de Deus;PE;-36.374142;-8.149333
Tacaimbó;PE;-36.300035;-8.308673
